tender_id,bidder_id,tender_value,bid_value,award_status,submission_date,department,location
TEND_00269,COMP_067,1155534,1628246.0,Lost,2024-11-13,Education,Bangalore
TEND_01324,COMP_062,9663273,771331.0,Lost,2023-02-28,Health,Bangalore
TEND_00293,COMP_094,4403127,1839291.0,Lost,2024-06-27,Education,Chennai
TEND_00682,COMP_089,7365360,6398385.0,Lost,2023-06-10,Education,Kolkata
TEND_00297,COMP_025,8123461,4997075.0,Lost,2023-10-11,Education,Chennai
TEND_01530,COMP_007,548863,3943606.0,Lost,2023-04-16,Infrastructure,Chennai
TEND_01295,COMP_060,8806262,2923117.0,Lost,2023-04-15,Health,Bangalore
TEND_00681,COMP_045,2726188,4526617.0,Lost,2024-03-14,IT,Chennai
TEND_01109,COMP_068,3345990,7419626.0,Lost,2023-08-16,Education,Mumbai
TEND_01216,COMP_088,7832937,5332913.0,Lost,2024-11-30,Health,Chennai
TEND_00411,COMP_025,6576818,5590295.3,Won,2024-08-04,Defense,Mumbai
TEND_00264,COMP_005,9931393,5361741.0,Lost,2023-11-14,Education,Bangalore
TEND_01160,COMP_044,9235687,2849802.0,Lost,2024-04-08,Education,Kolkata
TEND_00633,COMP_054,5541590,4202263.0,Lost,2024-08-21,IT,Hyderabad
TEND_00065,COMP_076,6562440,4533198.0,Lost,2024-04-16,Infrastructure,Mumbai
TEND_00779,COMP_078,6149628,2778460.0,Lost,2023-02-25,Infrastructure,Kolkata
TEND_00331,COMP_015,6605968,7129609.0,Lost,2024-09-16,Education,Kolkata
TEND_01520,COMP_100,2749015,6261538.0,Lost,2023-01-13,Health,Mumbai
TEND_00579,COMP_024,9724733,4160362.0,Lost,2024-03-15,Defense,Bangalore
TEND_01358,COMP_092,8887590,8087706.9,Won,2023-01-18,Defense,Delhi
TEND_01442,COMP_058,1222622,1535687.0,Lost,2024-11-24,Health,Kolkata
TEND_00369,COMP_058,2553771,9356768.0,Lost,2023-04-23,Education,Kolkata
TEND_01092,COMP_078,3227825,4102025.0,Lost,2023-08-17,Defense,Bangalore
TEND_00660,COMP_082,1046161,5317864.0,Lost,2023-06-20,Infrastructure,Bangalore
TEND_00461,COMP_024,4233839,3833963.0,Lost,2023-10-22,Health,Chennai
TEND_00115,COMP_088,716326,3919910.0,Lost,2023-07-08,IT,Bangalore
TEND_01280,COMP_099,699150,3413045.0,Lost,2024-03-01,Education,Kolkata
TEND_00581,COMP_053,3425957,5230773.0,Lost,2023-03-20,Health,Mumbai
TEND_00843,COMP_042,168834,4877691.0,Lost,2024-10-19,Defense,Delhi
TEND_01124,COMP_028,3289576,1013616.0,Lost,2023-07-01,Education,Chennai
TEND_01396,COMP_056,5943309,4262733.0,Lost,2024-05-13,Infrastructure,Mumbai
TEND_00548,COMP_060,5998540,7959520.0,Lost,2024-12-08,Education,Delhi
TEND_00046,COMP_074,4299913,1535036.0,Lost,2023-03-12,Education,Delhi
TEND_01451,COMP_018,4472201,2914729.0,Lost,2023-09-05,Infrastructure,Delhi
TEND_00433,COMP_068,1129600,7630159.0,Lost,2023-05-26,Infrastructure,Hyderabad
TEND_00961,COMP_056,9464323,7224156.0,Lost,2024-09-09,Education,Mumbai
TEND_01627,COMP_005,9877141,9499531.0,Lost,2023-10-23,Infrastructure,Chennai
TEND_00064,COMP_035,3553157,8989718.0,Lost,2024-08-04,Health,Chennai
TEND_00987,COMP_065,8322874,9397771.0,Lost,2024-04-14,Infrastructure,Delhi
TEND_00572,COMP_039,8899851,7949428.0,Lost,2024-05-20,Infrastructure,Mumbai
TEND_01301,COMP_053,2035588,4247271.0,Lost,2023-07-12,Education,Hyderabad
TEND_00722,COMP_070,8690059,4087879.0,Lost,2023-03-09,Health,Delhi
TEND_01628,COMP_041,4247355,2367523.0,Lost,2024-05-08,IT,Bangalore
TEND_00192,COMP_030,1802683,4791771.0,Lost,2023-02-21,IT,Chennai
TEND_01488,COMP_019,7766868,8685145.0,Lost,2023-12-29,Defense,Kolkata
TEND_00315,COMP_054,1054646,1801124.0,Lost,2024-04-18,Infrastructure,Delhi
TEND_00074,COMP_025,9410133,886531.0,Lost,2024-06-04,Infrastructure,Bangalore
TEND_00722,COMP_023,3917500,909645.0,Lost,2024-03-06,Health,Chennai
TEND_00860,COMP_086,499395,1473127.0,Lost,2023-10-25,IT,Hyderabad
TEND_01334,COMP_015,5193901,5175076.0,Lost,2024-03-10,Defense,Mumbai
TEND_01137,COMP_047,6804350,8904690.0,Lost,2024-11-26,Health,Chennai
TEND_01556,COMP_006,1310386,4299849.0,Lost,2024-11-21,Infrastructure,Mumbai
TEND_01220,COMP_042,3104390,7619587.0,Lost,2023-07-17,IT,Mumbai
TEND_00326,COMP_042,7069431,6560350.0,Lost,2023-05-08,Defense,Hyderabad
TEND_00714,COMP_053,3429569,8381900.0,Lost,2024-06-15,Education,Hyderabad
TEND_01570,COMP_039,2950603,1660777.0,Lost,2024-02-15,IT,Delhi
TEND_01523,COMP_026,8661474,3557664.0,Lost,2023-03-06,Defense,Delhi
TEND_01031,COMP_034,9573856,1018181.0,Lost,2024-11-24,Health,Chennai
TEND_01098,COMP_008,1696711,1536633.0,Lost,2023-08-29,Education,Hyderabad
TEND_00207,COMP_045,5637774,2106774.0,Lost,2024-01-04,Defense,Bangalore
TEND_01489,COMP_038,6369707,5286856.81,Won,2024-06-19,Defense,Chennai
TEND_00839,COMP_054,8017801,3905562.0,Lost,2024-01-19,Infrastructure,Kolkata
TEND_01104,COMP_083,1473286,7021610.0,Lost,2024-03-06,IT,Mumbai
TEND_00540,COMP_006,3745961,1810524.0,Lost,2023-03-24,Infrastructure,Mumbai
TEND_01154,COMP_038,8267316,1295632.0,Lost,2024-11-27,Education,Delhi
TEND_00917,COMP_061,3227945,6255715.0,Lost,2024-09-02,Defense,Bangalore
TEND_00318,COMP_004,7398340,8571086.0,Lost,2024-07-27,Infrastructure,Hyderabad
TEND_01100,COMP_008,233062,3288087.0,Lost,2023-10-13,IT,Hyderabad
TEND_00628,COMP_081,2891992,954711.0,Lost,2024-06-17,Education,Delhi
TEND_01238,COMP_059,4344539,3756584.0,Lost,2024-04-03,Health,Kolkata
TEND_00288,COMP_068,6145929,6958283.0,Lost,2023-07-31,Infrastructure,Chennai
TEND_00942,COMP_022,4994505,1664715.0,Lost,2023-05-06,Education,Chennai
TEND_00672,COMP_021,853328,2635310.0,Lost,2024-02-17,Health,Bangalore
TEND_01379,COMP_091,4112958,6359768.0,Lost,2024-05-13,Infrastructure,Delhi
TEND_00503,COMP_031,1093233,9394220.0,Lost,2024-02-29,Education,Delhi
TEND_00348,COMP_091,6518703,8369454.0,Lost,2024-07-07,Education,Kolkata
TEND_01300,COMP_022,579525,8860995.0,Lost,2024-09-01,Infrastructure,Chennai
TEND_01004,COMP_020,226615,6771451.0,Lost,2024-06-26,Education,Delhi
TEND_00534,COMP_075,4431932,8109220.0,Lost,2023-06-07,Defense,Hyderabad
TEND_00731,COMP_075,6715088,1589613.0,Lost,2023-04-22,Infrastructure,Bangalore
TEND_01118,COMP_076,7524447,1342638.0,Lost,2024-02-06,Education,Chennai
TEND_00846,COMP_092,4651020,7179897.0,Lost,2023-05-02,Health,Kolkata
TEND_01313,COMP_070,3749391,7793670.0,Lost,2023-09-30,Health,Bangalore
TEND_01588,COMP_071,8979860,2475525.0,Lost,2023-10-21,Defense,Mumbai
TEND_01218,COMP_040,7056454,7484103.0,Lost,2024-02-02,Infrastructure,Hyderabad
TEND_01090,COMP_024,3662610,2501070.0,Lost,2024-04-15,Education,Kolkata
TEND_00470,COMP_033,7081883,8923234.0,Lost,2023-07-26,Education,Bangalore
TEND_01099,COMP_029,2214367,333859.0,Lost,2023-04-20,Health,Delhi
TEND_01025,COMP_047,194356,5053341.0,Lost,2024-03-15,Defense,Mumbai
TEND_00155,COMP_065,8794220,4794766.0,Lost,2023-10-05,Health,Kolkata
TEND_01575,COMP_031,8448043,1591236.0,Lost,2024-07-21,Health,Delhi
TEND_00389,COMP_036,1798014,9027913.0,Lost,2024-07-22,Defense,Hyderabad
TEND_00514,COMP_089,7206720,4302341.0,Lost,2024-04-26,Infrastructure,Mumbai
TEND_01335,COMP_047,2338627,3804834.0,Lost,2023-04-24,Education,Chennai
TEND_00244,COMP_081,6567963,2672988.0,Lost,2024-04-21,Infrastructure,Delhi
TEND_00077,COMP_073,6647519,5716866.34,Won,2024-12-10,IT,Bangalore
TEND_01628,COMP_077,814121,8637974.0,Lost,2023-11-17,IT,Kolkata
TEND_01012,COMP_033,7118121,547420.0,Lost,2023-06-28,IT,Mumbai
TEND_01272,COMP_021,9608356,9416188.879999999,Won,2023-08-07,Defense,Delhi
TEND_00754,COMP_032,3552630,1724161.0,Lost,2024-06-11,Health,Chennai
TEND_01466,COMP_005,5748848,9471807.0,Lost,2024-05-06,Infrastructure,Kolkata
TEND_00953,COMP_087,1157677,1018755.76,Won,2023-03-02,Education,Kolkata
TEND_01189,COMP_075,5788852,7607116.0,Lost,2023-02-23,IT,Delhi
TEND_00636,COMP_002,338790,1583112.0,Lost,2024-11-10,Infrastructure,Chennai
TEND_00662,COMP_056,5134921,1771676.0,Lost,2024-06-21,IT,Hyderabad
TEND_00245,COMP_059,9847444,1730996.0,Lost,2023-03-06,IT,Hyderabad
TEND_01138,COMP_073,3743305,3291417.0,Lost,2024-09-03,Education,Mumbai
TEND_01477,COMP_030,4516271,9136044.0,Lost,2024-08-08,Defense,Delhi
TEND_01424,COMP_020,4435536,1397144.0,Lost,2024-12-04,Health,Mumbai
TEND_01465,COMP_024,1402695,1596330.0,Lost,2023-06-20,Defense,Hyderabad
TEND_01288,COMP_057,1639228,1016248.0,Lost,2023-09-30,Infrastructure,Kolkata
TEND_00362,COMP_025,1150567,4702851.0,Lost,2024-11-29,Defense,Mumbai
TEND_01330,COMP_056,7756358,6740306.0,Lost,2024-06-18,Infrastructure,Chennai
TEND_01152,COMP_095,99115,94159.25,Won,2024-01-26,Infrastructure,Bangalore
TEND_00769,COMP_034,771747,2652411.0,Lost,2024-11-23,Health,Hyderabad
TEND_00922,COMP_077,5442023,4462458.859999999,Won,2023-11-23,Education,Hyderabad
TEND_01518,COMP_049,6007515,1876094.0,Lost,2023-04-18,Health,Chennai
TEND_00201,COMP_073,6282753,3482172.0,Lost,2023-06-11,Defense,Mumbai
TEND_00221,COMP_074,5296880,9492933.0,Lost,2024-03-27,Infrastructure,Delhi
TEND_00769,COMP_047,1454330,6964875.0,Lost,2023-07-25,IT,Kolkata
TEND_00879,COMP_074,301492,5968361.0,Lost,2024-08-12,IT,Bangalore
TEND_00925,COMP_036,4085851,3472973.35,Won,2023-01-16,Infrastructure,Delhi
TEND_00525,COMP_014,541072,5587511.0,Lost,2023-11-23,Health,Delhi
TEND_01250,COMP_055,1136880,9030826.0,Lost,2024-08-30,Education,Chennai
TEND_00733,COMP_019,2105723,3860144.0,Lost,2024-10-20,Health,Mumbai
TEND_01349,COMP_089,2298988,3481252.0,Lost,2023-01-02,Infrastructure,Hyderabad
TEND_01476,COMP_100,9752701,862052.0,Lost,2023-01-10,Infrastructure,Hyderabad
TEND_00706,COMP_096,3026242,7641585.0,Lost,2024-03-09,Education,Chennai
TEND_01500,COMP_053,4630081,6314324.0,Lost,2023-05-05,Defense,Mumbai
TEND_00738,COMP_084,2698790,2590838.4,Won,2023-03-22,Defense,Chennai
TEND_00264,COMP_008,3813024,2566279.0,Lost,2024-04-29,Education,Hyderabad
TEND_01425,COMP_082,4883177,4639018.149999999,Won,2024-10-13,Defense,Delhi
TEND_00745,COMP_005,8322841,6164848.0,Lost,2023-05-30,IT,Kolkata
TEND_01244,COMP_001,3403597,2771016.0,Lost,2023-12-06,Defense,Mumbai
TEND_01390,COMP_014,8504561,1289289.0,Lost,2023-05-09,Defense,Bangalore
TEND_00459,COMP_064,2647480,487939.0,Lost,2024-03-13,Defense,Bangalore
TEND_01287,COMP_007,4247571,9485815.0,Lost,2024-05-15,IT,Delhi
TEND_00802,COMP_016,6424201,3327972.0,Lost,2023-02-27,Defense,Chennai
TEND_00396,COMP_022,6168900,8737832.0,Lost,2023-07-17,IT,Chennai
TEND_00728,COMP_046,2972097,2615445.36,Won,2023-07-30,Education,Hyderabad
TEND_01181,COMP_007,207164,2756793.0,Lost,2023-02-14,Health,Delhi
TEND_00388,COMP_064,581831,2364124.0,Lost,2023-04-07,Education,Hyderabad
TEND_00556,COMP_094,3039475,3968227.0,Lost,2023-10-06,Health,Hyderabad
TEND_01478,COMP_092,3419720,2118290.0,Lost,2024-06-18,Education,Bangalore
TEND_00134,COMP_066,4761075,2563970.0,Lost,2024-02-14,Health,Hyderabad
TEND_00250,COMP_002,7172313,3934877.0,Lost,2024-04-05,Health,Hyderabad
TEND_00634,COMP_054,6904500,1772408.0,Lost,2024-01-26,Infrastructure,Bangalore
TEND_00253,COMP_042,2690328,2846742.0,Lost,2023-02-13,Health,Chennai
TEND_00354,COMP_002,9129703,1100675.0,Lost,2023-01-27,Health,Mumbai
TEND_00687,COMP_073,9272335,6061854.0,Lost,2023-04-07,Infrastructure,Kolkata
TEND_00548,COMP_054,7376434,7481754.0,Lost,2024-07-01,Defense,Hyderabad
TEND_00771,COMP_029,9601536,1010188.0,Lost,2024-09-12,Defense,Mumbai
TEND_00103,COMP_051,5113778,2206088.0,Lost,2024-07-20,Infrastructure,Bangalore
TEND_01378,COMP_070,4020001,8063006.0,Lost,2024-12-04,IT,Mumbai
TEND_00645,COMP_044,120640,2365484.0,Lost,2023-08-07,Health,Kolkata
TEND_01274,COMP_094,4172263,4150223.0,Lost,2023-07-04,Health,Mumbai
TEND_01565,COMP_018,4644877,532510.0,Lost,2023-03-10,Infrastructure,Mumbai
TEND_00033,COMP_092,1405531,6399986.0,Lost,2023-05-10,Infrastructure,Mumbai
TEND_01457,COMP_053,725510,7654964.0,Lost,2024-07-20,IT,Mumbai
TEND_00953,COMP_025,3791196,5840250.0,Lost,2024-08-31,Defense,Delhi
TEND_00789,COMP_062,7040102,4100447.0,Lost,2024-08-21,Education,Hyderabad
TEND_01560,COMP_026,2784296,1718879.0,Lost,2024-09-22,Defense,Bangalore
TEND_00494,COMP_036,6756024,1825752.0,Lost,2024-12-20,Health,Kolkata
TEND_00646,COMP_080,948320,3338331.0,Lost,2023-11-30,Infrastructure,Bangalore
TEND_01475,COMP_008,5831565,3809455.0,Lost,2023-06-03,IT,Delhi
TEND_01383,COMP_096,2057635,7298817.0,Lost,2024-06-30,Defense,Delhi
TEND_00891,COMP_046,9665215,4380518.0,Lost,2023-03-20,IT,Delhi
TEND_01216,COMP_025,3314908,8836690.0,Lost,2024-08-01,Defense,Hyderabad
TEND_01323,COMP_070,4310538,8634747.0,Lost,2024-02-17,Health,Delhi
TEND_01485,COMP_030,6536460,5267798.0,Lost,2024-06-29,Education,Mumbai
TEND_00808,COMP_083,6247323,3949722.0,Lost,2024-08-31,IT,Bangalore
TEND_00452,COMP_009,3671581,5260622.0,Lost,2023-06-18,IT,Chennai
TEND_00804,COMP_100,4296238,6924771.0,Lost,2024-11-11,Education,Kolkata
TEND_00644,COMP_065,6013135,8526209.0,Lost,2024-10-24,IT,Delhi
TEND_01107,COMP_004,8864131,3220684.0,Lost,2024-08-05,IT,Bangalore
TEND_01321,COMP_041,3649865,674085.0,Lost,2024-05-29,Defense,Delhi
TEND_01198,COMP_038,5432287,6116845.0,Lost,2023-11-10,Defense,Hyderabad
TEND_01391,COMP_048,8040340,2563638.0,Lost,2023-02-01,Education,Delhi
TEND_01521,COMP_064,1089458,648103.0,Lost,2023-10-14,Health,Delhi
TEND_01623,COMP_071,3822811,2034968.0,Lost,2024-08-16,IT,Delhi
TEND_00884,COMP_009,2367336,5348943.0,Lost,2023-02-12,Health,Delhi
TEND_01501,COMP_085,2813642,5542191.0,Lost,2024-09-08,Education,Kolkata
TEND_00979,COMP_065,7739684,1302008.0,Lost,2023-01-01,Education,Bangalore
TEND_01097,COMP_034,3838340,3799956.6,Won,2024-07-26,Defense,Hyderabad
TEND_00139,COMP_098,247775,7482693.0,Lost,2023-09-27,IT,Delhi
TEND_00709,COMP_098,2436488,5182997.0,Lost,2023-06-29,Infrastructure,Delhi
TEND_01434,COMP_090,837494,7315518.0,Lost,2024-06-01,Education,Delhi
TEND_00301,COMP_092,5901244,5556934.0,Lost,2023-04-13,IT,Delhi
TEND_00431,COMP_023,5382660,8218321.0,Lost,2023-01-10,Health,Mumbai
TEND_00542,COMP_091,9639801,7944284.0,Lost,2024-08-05,Defense,Mumbai
TEND_00753,COMP_070,6887433,1048171.0,Lost,2023-03-31,Health,Chennai
TEND_00559,COMP_057,5133769,7259938.0,Lost,2023-08-14,Education,Delhi
TEND_01455,COMP_028,583636,2945737.0,Lost,2024-10-31,Education,Chennai
TEND_00461,COMP_093,4282406,1415485.0,Lost,2023-05-06,Health,Kolkata
TEND_01574,COMP_069,2326360,7090900.0,Lost,2023-07-28,Education,Chennai
TEND_00698,COMP_029,4458249,1726076.0,Lost,2023-04-07,IT,Bangalore
TEND_01381,COMP_055,4476219,8546598.0,Lost,2023-03-15,Education,Mumbai
TEND_00778,COMP_066,8964438,5357399.0,Lost,2024-09-18,Defense,Mumbai
TEND_01239,COMP_018,1382397,1026883.0,Lost,2023-07-10,IT,Delhi
TEND_00087,COMP_086,7567836,1713321.0,Lost,2024-11-12,Infrastructure,Delhi
TEND_01575,COMP_002,9156824,3338705.0,Lost,2024-12-16,Education,Kolkata
TEND_00371,COMP_021,6696705,6199512.0,Lost,2023-02-25,Education,Hyderabad
TEND_00114,COMP_015,5512810,3804505.0,Lost,2024-12-20,Defense,Kolkata
TEND_01584,COMP_083,8955921,8460414.0,Lost,2024-07-06,Defense,Bangalore
TEND_00067,COMP_083,6953836,5463952.0,Lost,2023-02-01,Health,Delhi
TEND_00052,COMP_093,9776290,4654688.0,Lost,2024-06-10,Health,Delhi
TEND_00410,COMP_030,6293669,4309423.0,Lost,2024-07-27,Health,Kolkata
TEND_01389,COMP_057,1336643,1309910.14,Won,2024-10-28,Defense,Kolkata
TEND_01028,COMP_057,9972192,8351681.0,Lost,2023-10-11,Health,Kolkata
TEND_00395,COMP_085,8365390,7215837.0,Lost,2024-12-21,Health,Mumbai
TEND_00784,COMP_068,6250646,1564603.0,Lost,2024-05-08,Infrastructure,Chennai
TEND_00190,COMP_055,7033896,1795740.0,Lost,2023-07-06,Health,Chennai
TEND_01568,COMP_039,8833148,908403.0,Lost,2024-05-12,Education,Delhi
TEND_00770,COMP_074,5459861,9313511.0,Lost,2024-03-17,Defense,Mumbai
TEND_00424,COMP_080,4989003,930421.0,Lost,2023-05-10,IT,Kolkata
TEND_00611,COMP_069,6361326,4323384.0,Lost,2024-09-30,Infrastructure,Delhi
TEND_01003,COMP_008,5196386,5540671.0,Lost,2023-10-19,Defense,Mumbai
TEND_01595,COMP_075,8465398,8380744.02,Won,2023-04-24,Defense,Bangalore
TEND_01189,COMP_035,498345,3268522.0,Lost,2023-07-18,Education,Hyderabad
TEND_01287,COMP_010,9187682,2262181.0,Lost,2023-01-13,Health,Mumbai
TEND_00271,COMP_024,7877494,8613438.0,Lost,2023-09-28,Education,Delhi
TEND_00515,COMP_008,3735501,1601518.0,Lost,2024-08-23,Health,Chennai
TEND_00958,COMP_061,1929490,2704083.0,Lost,2023-08-03,Health,Kolkata
TEND_01537,COMP_062,5034445,4158640.0,Lost,2024-03-19,Defense,Hyderabad
TEND_00953,COMP_060,6989705,4545398.0,Lost,2024-05-26,Health,Bangalore
TEND_01502,COMP_097,7052587,4922708.0,Lost,2024-03-22,Infrastructure,Hyderabad
TEND_00621,COMP_033,6792471,6045299.19,Won,2024-12-15,Infrastructure,Hyderabad
TEND_01558,COMP_064,1504908,1264122.72,Won,2023-03-15,Infrastructure,Mumbai
TEND_00329,COMP_079,3369144,9056501.0,Lost,2024-06-20,Defense,Delhi
TEND_00980,COMP_046,8743670,8131613.100000001,Won,2023-04-11,Education,Delhi
TEND_01374,COMP_023,5856466,5505078.04,Won,2023-06-25,IT,Hyderabad
TEND_00402,COMP_056,5794588,7121042.0,Lost,2024-03-02,Health,Kolkata
TEND_01154,COMP_038,5354509,8884765.0,Lost,2023-04-27,IT,Delhi
TEND_00499,COMP_019,7718216,1310898.0,Lost,2023-06-15,Education,Hyderabad
TEND_01132,COMP_059,4999499,2165539.0,Lost,2023-02-10,Education,Delhi
TEND_01333,COMP_039,2437312,925412.0,Lost,2024-03-04,Defense,Kolkata
TEND_01317,COMP_078,3743976,3107500.08,Won,2023-12-10,Infrastructure,Bangalore
TEND_00937,COMP_030,6112903,3276185.0,Lost,2024-02-28,Infrastructure,Hyderabad
TEND_00068,COMP_025,4458224,7364764.0,Lost,2024-01-01,Education,Chennai
TEND_00882,COMP_008,4085493,8751483.0,Lost,2023-04-30,Defense,Chennai
TEND_01095,COMP_027,9864149,5968098.0,Lost,2024-08-31,Defense,Hyderabad
TEND_00115,COMP_038,5753737,5523587.52,Won,2024-10-18,Health,Mumbai
TEND_01072,COMP_079,1921403,529814.0,Lost,2024-12-28,Infrastructure,Bangalore
TEND_00021,COMP_016,5797372,8404922.0,Lost,2023-08-17,Education,Mumbai
TEND_00695,COMP_039,4898287,3735583.0,Lost,2023-05-10,IT,Chennai
TEND_00811,COMP_037,5708796,1644908.0,Lost,2023-12-18,Infrastructure,Kolkata
TEND_00718,COMP_010,871052,2209412.0,Lost,2023-11-14,Health,Hyderabad
TEND_00600,COMP_095,2275300,5354792.0,Lost,2024-10-10,Defense,Delhi
TEND_01475,COMP_045,1905567,2398847.0,Lost,2023-12-03,Education,Chennai
TEND_00761,COMP_077,1584837,2937478.0,Lost,2023-09-30,Infrastructure,Bangalore
TEND_00254,COMP_011,3388442,2029117.0,Lost,2023-04-27,IT,Chennai
TEND_00292,COMP_009,4976203,5994852.0,Lost,2024-01-03,Health,Bangalore
TEND_00863,COMP_044,473570,74725.0,Lost,2023-04-04,Health,Bangalore
TEND_01076,COMP_056,2423139,9229536.0,Lost,2023-06-17,Infrastructure,Hyderabad
TEND_01019,COMP_052,5271816,933036.0,Lost,2024-12-15,IT,Bangalore
TEND_01522,COMP_011,9296766,3016783.0,Lost,2023-12-07,Health,Mumbai
TEND_01282,COMP_009,2164792,2707761.0,Lost,2024-10-22,Education,Kolkata
TEND_00769,COMP_056,8491136,6569559.0,Lost,2024-11-25,Health,Chennai
TEND_01366,COMP_060,1923421,2558024.0,Lost,2023-06-01,IT,Kolkata
TEND_00980,COMP_079,6600670,2443083.0,Lost,2024-08-08,Defense,Delhi
TEND_00534,COMP_087,6131950,6581295.0,Lost,2023-10-01,Defense,Chennai
TEND_00407,COMP_002,6975877,3954439.0,Lost,2024-07-07,Infrastructure,Kolkata
TEND_01546,COMP_042,9855685,5672745.0,Lost,2024-05-10,IT,Kolkata
TEND_00462,COMP_078,6017106,3956146.0,Lost,2024-12-24,Health,Hyderabad
TEND_00746,COMP_073,5168922,1752017.0,Lost,2023-04-11,Health,Hyderabad
TEND_01242,COMP_056,7227545,734556.0,Lost,2024-07-10,Defense,Delhi
TEND_00943,COMP_100,5172783,7333538.0,Lost,2023-03-23,Defense,Bangalore
TEND_01106,COMP_025,5578983,4463186.4,Won,2024-06-12,Education,Chennai
TEND_00557,COMP_053,210775,1694729.0,Lost,2023-03-14,Defense,Hyderabad
TEND_00818,COMP_069,7399369,1161271.0,Lost,2023-01-14,Education,Chennai
TEND_00538,COMP_017,2717867,2446080.3000000003,Won,2024-03-08,Health,Delhi
TEND_00807,COMP_027,6705623,5728797.0,Lost,2023-06-06,Education,Hyderabad
TEND_00587,COMP_027,7736841,1726641.0,Lost,2023-05-12,Education,Hyderabad
TEND_00428,COMP_015,7028737,561409.0,Lost,2023-12-04,Infrastructure,Bangalore
TEND_00463,COMP_017,1394027,711165.0,Lost,2024-02-08,Defense,Chennai
TEND_00987,COMP_028,4216500,2833363.0,Lost,2024-01-11,Education,Chennai
TEND_01456,COMP_030,7517048,6539831.76,Won,2024-07-12,Health,Chennai
TEND_00920,COMP_079,9229875,3755388.0,Lost,2023-04-17,IT,Bangalore
TEND_00855,COMP_037,7934479,3280192.0,Lost,2024-09-11,Education,Hyderabad
TEND_00317,COMP_095,547562,1980090.0,Lost,2023-09-22,Defense,Delhi
TEND_00400,COMP_073,4628238,4396826.1,Won,2023-07-24,Infrastructure,Chennai
TEND_00673,COMP_050,4087776,3982270.0,Lost,2023-03-20,Health,Kolkata
TEND_00919,COMP_062,4060912,3492384.32,Won,2023-06-04,Infrastructure,Bangalore
TEND_00398,COMP_046,4561732,7134975.0,Lost,2023-09-04,IT,Mumbai
TEND_00788,COMP_014,5612067,8850586.0,Lost,2024-06-14,Education,Delhi
TEND_01178,COMP_001,5287196,1078316.0,Lost,2024-06-21,Education,Kolkata
TEND_00742,COMP_040,4935211,4864075.0,Lost,2024-12-29,Defense,Chennai
TEND_00029,COMP_085,6176319,4787297.0,Lost,2023-06-03,Education,Mumbai
TEND_00487,COMP_038,1650396,3913452.0,Lost,2023-06-03,Health,Delhi
TEND_00669,COMP_087,3361149,8119037.0,Lost,2024-11-16,IT,Bangalore
TEND_00403,COMP_045,8561010,1357743.0,Lost,2023-04-02,Infrastructure,Mumbai
TEND_01099,COMP_044,9605196,7465105.0,Lost,2024-03-08,IT,Hyderabad
TEND_00611,COMP_083,2546081,149195.0,Lost,2023-12-04,Education,Mumbai
TEND_00916,COMP_066,625278,7053443.0,Lost,2024-04-24,Infrastructure,Kolkata
TEND_00569,COMP_060,5237480,5080355.6,Won,2024-11-23,Defense,Delhi
TEND_01649,COMP_031,1228049,4146036.0,Lost,2023-05-11,IT,Kolkata
TEND_00911,COMP_061,3130201,2879784.92,Won,2024-03-25,Infrastructure,Kolkata
TEND_00582,COMP_070,7186029,7348693.0,Lost,2023-09-30,Infrastructure,Chennai
TEND_00751,COMP_048,3514442,3259850.0,Lost,2024-08-10,Infrastructure,Bangalore
TEND_00508,COMP_018,9713340,9324806.4,Won,2023-06-26,Health,Mumbai
TEND_00382,COMP_040,3364692,8919883.0,Lost,2024-11-26,IT,Delhi
TEND_01194,COMP_032,4769607,8732479.0,Lost,2024-10-04,Infrastructure,Hyderabad
TEND_00522,COMP_074,6335088,8313541.0,Lost,2023-02-18,IT,Bangalore
TEND_01229,COMP_064,1160389,2994281.0,Lost,2024-07-20,Infrastructure,Bangalore
TEND_01573,COMP_097,8466320,7401061.0,Lost,2024-10-27,Defense,Delhi
TEND_01142,COMP_079,3962942,1339929.0,Lost,2023-12-21,Defense,Bangalore
TEND_00317,COMP_033,8551424,2549594.0,Lost,2024-12-12,Defense,Chennai
TEND_01222,COMP_029,7518810,1288294.0,Lost,2023-11-04,Education,Bangalore
TEND_00458,COMP_079,1685156,3612675.0,Lost,2024-09-21,Infrastructure,Chennai
TEND_00976,COMP_037,8573838,7756634.0,Lost,2023-02-15,Education,Mumbai
TEND_01258,COMP_094,5051045,9330424.0,Lost,2023-10-29,IT,Mumbai
TEND_00988,COMP_020,4513418,2459802.0,Lost,2024-02-12,Education,Kolkata
TEND_01622,COMP_100,9821802,488031.0,Lost,2023-07-08,IT,Chennai
TEND_01378,COMP_018,4395760,6489345.0,Lost,2023-05-09,IT,Hyderabad
TEND_00490,COMP_077,7203768,2835373.0,Lost,2024-07-14,IT,Mumbai
TEND_00597,COMP_003,3301298,3961643.0,Lost,2024-06-20,Education,Bangalore
TEND_00500,COMP_073,4515150,7106183.0,Lost,2023-09-23,Infrastructure,Delhi
TEND_01172,COMP_095,8439012,3332058.0,Lost,2023-04-28,Education,Delhi
TEND_00210,COMP_021,7299903,5555493.0,Lost,2024-04-08,Infrastructure,Chennai
TEND_00076,COMP_080,4947590,335998.0,Lost,2023-05-24,Infrastructure,Hyderabad
